Response ID,Time Started,Date Submitted,Status,Country,City,Region,Postal,City Name,State,Grade,Other:Grade,Gender,Ethnicity,How can a company know it made a profit?,"If you take out a loan from the bank, you must:","Your company made 10 of the same bracelet. Your total expenses, including bracelet materials, were $80. To make a profit how much should each bracelet cost?",What does a venture capitalist receive in exchange for investing in a company?,Why is it important to keep careful records of all your finances?,"If a company sells shares of stock, the company is:",What is the profit equation?,Money a company earns from selling a product or service is called:,The most important goal of marketing is to:,"When developing a product, during the manufacturing stage the company needs to:","When deciding on a price for a product, what factor(s) should a company consider?",I make an effort to get along with my teammates.,I am confident speaking in front of others.,I think about the advantages and disadvantages of a choice before making a decision.,The things I learn in school will help me in the real world.,I am confident leading others.,I listen to other people's ideas while working in a group.,How I say something is just important as what I say.,I am able to motivate others.,I analyze the effects of my decisions.,I think that math is important.,I discuss my ideas with others.,I can come to a compromise with others when we disagree.,I develop different ways of solving a problem.,I take charge on work that needs to get done.,I think learning is fun.,I contribute and pitch in when working in a group.,Score,What have you learned about teamwork from school?,What have you learned about leadership from school?,What do you know about managing money?,Quiz Score
4020,9/8/2014 10:16,9/8/2014 10:25,Complete,United States,Gautier,MS,39553,Gautier,Mississippi,7,,Male,Black/African-American,It sold all its products,Repay the balance of the loan and interest.,$8 ,Decision-making power for product design.,All of the above.,Making a promise to pay back the venture capitalist.,Revenue - Expenses = Profit (or Loss),Profit.,All of the above.,Promote the product to your customers.,All of the above.,5,3,4,2,3,5,4,3,4,3,3,4,3,3,3,5,,That it helps get things done,that not everyone can be a leader,that it will help you in the long run,45
4021,9/8/2014 10:16,9/8/2014 10:26,Complete,United States,Gautier,MS,39553,Gautier,Mississippi,7,,Female,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Profit.,All of the above.,Decide how the product will look.,All of the above.,4,2,3,3,5,4,5,4,3,3,5,4,4,5,3,5,,that its better to do things together because it will make your life so much easier.,"that some people are just better at leading than others, and thats okay.",not much.,81
4022,9/8/2014 10:16,9/8/2014 10:26,Complete,United States,Gautier,MS,39553,Gautier,Mississippi,7,,Female,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,,All of the above.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Profit.,All of the above.,Promote the product to your customers.,All of the above.,4,4,4,4,5,4,4,4,3,3,4,4,5,5,4,4,,that it is important and it always needs to be done,that it helps when a group has good leadership,that it is important,72
4023,9/8/2014 10:16,9/8/2014 10:27,Complete,United States,Gautier,MS,39553,Gautier,Mississippi,7,,Female,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$8 ,A portion of company products and services.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Capital.,All of the above.,Make the product quickly and with limited waste.,All of the above.,5,4,4,4,5,5,5,4,4,4,4,4,4,4,4,5,,Teamwork is when you work well with a group to achieve a common goal.,"Every good group has a leader to guide, help, and encourage the groups members.","Managing money can benefit the group, but it can also be hard because there are many things that you would want to spend the money on.",72
4024,9/8/2014 10:16,9/8/2014 10:26,Complete,United States,Gautier,MS,39553,Gautier,Mississippi,7,,Female,Caucasian,It sold all its products,Just pay interest on the loan.,$8 ,A portion of company products and services.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Expenses x Revenue = Profit,Profit.,All of the above.,Promote the product to your customers.,All of the above.,3,4,3,4,4,5,4,2,2,4,3,3,2,4,3,3,,"That in life, you're going to have to work with people like you do in school so it's preparing you for real-life situations.","Sometimes you don't get to lead, but when you know you need to, take charge.",Write down everything you spend and all the money you make.,36
4025,9/8/2014 10:16,9/8/2014 10:31,Complete,United States,Gautier,MS,39553,Gautier,Mississippi,7,,Female,Black/African-American,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$8 ,Decision-making power for product design.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Profit.,All of the above.,Decide how the product will look.,All of the above.,4,2,3,5,4,4,5,4,3,5,5,4,4,3,4,4,,That when i get older i will have to work with others so they are already getting me ready to do so.,That taking to lead on something will help you in life because you will get you're job done quicker and get the others from lacking off.,I know that with the more money you have the more you need to watch it and check it and count it because others may try to steal it.,63
4026,9/8/2014 10:16,9/8/2014 10:28,Complete,United States,Gautier,MS,39553,gautier,Mississippi,7,,Female,Decline to Respond,It earned more money in revenue than it spent on expenses,Just repay balance of the loan.,$4 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Cash on hand.,Demonstrate why your company and its products are special.,Sell the product to your customers.,All of the above.,5,3,4,5,5,5,3,4,5,5,5,4,4,5,4,5,,"If your team doesn't get along, everything will go wrong. ",You should keep everybody happy. ,You should never take any money.,54
4027,9/8/2014 10:17,9/8/2014 10:27,Complete,United States,Gautier,MS,39553,Gautier,Mississippi,7,,Male,Black/African-American,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$8 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Receiving money with no other requirements.,Revenue - Expenses = Profit (or Loss),Profit.,All of the above.,Make the product quickly and with limited waste.,All of the above.,5,3,3,5,3,4,4,1,3,5,4,3,3,2,2,4,,sometimes teamwork can help you trough things that you can't do by yourself,sometimes you need to take charge when things get rough,you need to manage your money so that you won't make a mistake and lose more money,72
4028,9/8/2014 10:23,9/8/2014 10:26,Complete,United States,Gautier,MS,39553,gautier,Mississippi,7,,Female,Caucasian,It sold all its products,Just repay balance of the loan.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Profit.,All of the above.,Decide how the product will look.,All of the above.,4,3,4,4,3,4,3,3,4,4,4,4,4,3,3,4,,I learned that teamwork is properly communicating with others and making sure everyone is caught up on what to do. ,I learned that leadership is more than just telling people what to do.,"You need to keep things organized. You need to know what you have bought, what you will make, and make sure you actually have a reasonable profit. ",63
4029,9/8/2014 10:23,9/8/2014 10:35,Complete,United States,Gautier,MS,39553,Gautier,Mississippi,7,,Female,Decline to Respond,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Revenue.,All of the above.,Make the product quickly and with limited waste.,All of the above.,4,3,4,5,3,4,4,4,4,5,4,4,4,4,3,5,,It is important and it helps you work through challenging times or problems.,Leadership is important it helps to keep things running smoothly.,To manage your money you have to be on a budget you have to put it away and save it until necessary.,100
4031,9/8/2014 11:09,9/8/2014 11:18,Complete,United States,Gautier,MS,39553,Gautier,Mississippi,7,,Male,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Expenses x Revenue = Profit,Profit.,All of the above.,Decide how the product will look.,All of the above.,5,4,4,5,1,4,4,3,4,5,5,4,4,2,5,4,,it gets things done faster,not much,you cant spend more than you take in,72
4032,9/8/2014 11:10,9/8/2014 11:18,Complete,United States,Gautier,MS,39553,Gautier,Mississippi,7,,Male,Caucasian,It sold all its products,Just repay balance of the loan.,$8 ,Shares of stock in the company and a vote in decision-making.,You can prevent your company from losing money.,Taking out a loan from the venture capitalist.,Expenses x Revenue = Profit,Profit.,All of the above.,Make the product quickly and with limited waste.,All of the above.,4,2,2,5,2,4,3,3,3,4,4,4,2,2,3,4,,That you might need help sometimes with things that are better with teamwork then by yourself,leadership comes out of nowhere you just come up with a plan and leadership begins there,save more and spend less.(Which I do not do).,36
4033,9/8/2014 11:11,9/8/2014 11:18,Complete,United States,Gautier,MS,39553,gautier,Missouri,7,,Male,Caucasian,It didn't sell too many shares of stock to the venture capitalists,Repay the balance of the loan and interest.,$9 ,A portion of company products and services.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Expenses x Revenue = Profit,Profit.,All of the above.,Make the product quickly and with limited waste.,All of the above.,4,2,5,4,3,4,4,4,5,5,4,4,4,4,4,5,,it is easier,some people are leaders some are not,you must have basic math ,63
4034,9/8/2014 11:11,9/8/2014 11:20,Complete,United States,Gautier,MS,39553,Gautier,Mississippi,other,,Male,Black/African-American,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$8 ,A portion of company products and services.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Expenses x Revenue = Profit,Profit.,Help increase sales of your product.,Make the product quickly and with limited waste.,All of the above.,4,3,3,4,3,3,3,3,3,4,2,4,3,3,3,4,,That somethings are better  in a group instead of working individualy ,That sometimes you have be leader and not to be afraid.,To keep it in a secretive place ,54
4035,9/8/2014 11:11,9/8/2014 11:18,Complete,United States,Gautier,MS,39553,Gautier,Mississippi,7,,Male,Caucasian,It sold all its products,Just repay balance of the loan.,$8 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Expenses x Revenue = Profit,Revenue.,All of the above.,Decide how the product will look.,All of the above.,4,1,5,5,4,5,4,3,5,5,4,5,5,5,1,3,,That a team needs more than one person and sometimes it gives better results,that the leader steps up to the plate in the time of need,be careful what you spend it on,54
